brand,mod_arc_s,model,num_review,price,rating,true_fit,true_width
Lacoste,100,Carnaby Evo 120 9 U,1,71.39,5.0,100,100
Lacoste,0,Carnaby Evo 120 5,0,76.79,0.0,0,0
VIONIC,50,Tanner Nubuck,2,149.95,4.0,100,100
Lacoste,0,Europa 120 1,1,55.65,5.0,0,0
Lacoste,0,Carnaby Evo 120 6 US,0,86.24,0.0,0,0
hari mari,100,Santos Retro Runner,1,84.95,4.0,100,100
,0,,0,0,0.0,0,0
Cole Haan,100,Pinch Weekender LX Lace Ox,5,87.08,3.0,40,100
Cole Haan,80,Grandpro Turf Sneaker,20,79.71,4.0,89,58
,0,,0,0,0.0,0,0
,0,,0,0,0.0,0,0
Reebok Lifestyle,67,Club C 85,41,70.0,4.0,78,86
,0,,0,0,0.0,0,0
Kenneth Cole Reaction,0,Easten Sport Sneaker,1,58.13,4.0,0,0
,0,,0,0,0.0,0,0
,0,,0,0,0.0,0,0
Johnston & Murphy,100,Prentiss U-Throat,2,168.95,5.0,100,100
TRAQ by Alegria,0,Quantum,0,109.95,0.0,0,0
Fred Perry,0,B200 Ripstop/Suede,0,125.0,0.0,0,0
Pikolinos,100,Cambil M5N-6344C1,1,145.99,5.0,100,100
Lacoste,0,LT Sense 220 2,0,78.85,0.0,0,0
Lacoste,75,Masters 319 1,4,99.95,4.0,75,50
,0,,0,0,0.0,0,0
Michael Kors,100,Keating,1,100.99,3.0,100,100
Michael Kors,0,Nate,0,148.0,0.0,0,0
Caterpillar Casual,100,CODE Hex,4,59.95,5.0,75,100
PUMA Golf,0,OG,1,99.95,5.0,0,0
,0,,0,0,0.0,0,0
Forsake,0,Meridian,0,109.95,0.0,0,0
SeaVees,67,06/67 Monterey Standard,24,68.0,4.0,79,88
SeaVees,67,06/67 Monterey Standard,24,50.96,4.0,79,88
Johnston & Murphy,100,Summit Moc Toe,1,135.99,3.0,100,100
TRAQ by Alegria,0,Quentin,0,159.95,0.0,0,0
Mephisto,0,Lisandro,0,349.0,0.0,0,0
BOSS Hugo Boss,0,Glaze Low Profile Sneakers,0,119.99,0.0,0,0
BOSS Hugo Boss,0,Glaze Low Profile Sneakers,0,198.0,0.0,0,0
BOSS Hugo Boss,0,Futurism High Top Sneaker by HUGO,0,174.99,0.0,0,0
Lacoste,0,Gripshot Chukka 07211,0,99.95,0.0,0,0
,0,,0,0,0.0,0,0
,0,,0,0,0.0,0,0
Anthony Veer,0,Barack Court Sneaker,0,95.0,0.0,0,0
,0,,0,0,0.0,0,0
,0,,0,0,0.0,0,0
Trask,100,Alder,1,194.95,4.0,100,100
Allen Edmonds,0,Canal Court,1,134.99,5.0,0,0
Globe,100,Pulse Evo,2,74.95,4.0,50,100
