brand,mod_arc_s,model,num_review,price,rating,true_fit,true_width
Clarks,0,Wallabee Hike,0,149.99,0.0,0,0
Clarks,67,Desert Coal,6,160.99,5.0,83,100
Roper,0,Clearcut Low,0,71.22,0.0,0,0
Camper,0,Neuman - K300171,0,99.99,0.0,0,0
Frye,85,Bowery Lace-Up,26,357.95,4.0,38,85
Territory Boots,0,Alpha Chukka Boot,0,49.99,0.0,0,0
Territory Boots,0,Bridger Ankle Boot,0,89.99,0.0,0,0
,0,,0,0,0.0,0,0
Stacy Adams,100,Hartley Chukka Boot,8,104.95,5.0,100,100
AllSaints,0,Harland,0,216.0,0.0,0,0
Durango,0,"Maverick Pro 12"" Steel Toe",0,175.0,0.0,0,0
Durango,100,"Rebel Pro 12"" Square Toe",1,166.0,5.0,100,100
Allen Edmonds,0,Liverpool,0,297.99,0.0,0,0
,0,,0,0,0.0,0,0
Old West Boots,67,Drew,3,67.95,5.0,100,100
Trask,0,Ralston,0,194.99,0.0,0,0
DC,0,The Laced Boot,0,299.95,0.0,0,0
DC,0,Judge Dual BOA® Snowboard Boots,0,329.95,0.0,0,0
DC,0,Judge Dual BOA® Snowboard Boots,0,329.95,0.0,0,0
DC,0,Shuksan Dual BOA® Snowboard Boots,0,399.95,0.0,0,0
DC,0,Shuksan Dual BOA® Snowboard Boots,0,399.95,0.0,0,0
DC,100,Travis Rice Dual BOA® Snowboard Boot,1,419.95,5.0,100,100
,0,,0,0,0.0,0,0
Ariat,0,Storm,0,249.95,0.0,0,0
Sebago,0,Seneca Mid,0,235.0,0.0,0,0
5.11 Tactical,0,"Evo Side Zip 6""",0,114.99,0.0,0,0
Dan Post,0,Maxwell,0,359.95,0.0,0,0
Dan Post,0,Maxwell,0,359.95,0.0,0,0
Dan Post,0,Nick,0,369.95,0.0,0,0
Dan Post,0,Kingman,0,161.03,0.0,0,0
Dan Post,0,Bohannon,0,289.95,0.0,0,0
Dan Post,0,Elton,0,199.95,0.0,0,0
Dan Post,0,Luther,0,279.95,0.0,0,0
Steve Madden,100,Bustur Chukka Boot,2,76.45,4.0,50,100
Roper,88,Clearcut,8,102.99,5.0,100,88
Kodiak,0,"McKinney Boot 6"" SF",0,149.94,0.0,0,0
Shoe The Bear,100,Ned L,1,195.0,2.0,100,100
Kodiak,0,Magog Boot,0,174.95,0.0,0,0
Bogs,0,"Bedrock 8"" Insulated Soft Toe Boot",5,165.0,4.0,0,0
Dan Post,0,Storm Surge WP Composite Toe,0,169.95,0.0,0,0
Gordon Rush,0,Garrett,0,237.99,0.0,0,0
Gordon Rush,0,Garrett,0,237.99,0.0,0,0
Massimo Matteo,0,Almansa Chelsea Boot,0,195.0,0.0,0,0
Frye,100,John Addison Harness Back Zip,2,497.95,5.0,100,100
Steve Madden,100,Dazier,1,61.39,1.0,100,100
Fred Perry,100,Hawley Suede,1,150.0,5.0,100,100
Fred Perry,100,Hawley Suede,1,150.0,5.0,100,100
Ben Sherman,100,NU Casual Chukka,1,90.0,3.0,100,100
SWIMS,0,Motion Chelsea Lug,0,258.0,0.0,0,0
SWIMS,0,Motion Chelsea Lug,0,258.0,0.0,0,0
SWIMS,0,Motion Chukka Lug,0,258.0,0.0,0,0
Burton,100,Swath Boa® Snowboard Boot,1,349.95,1.0,100,100
Florsheim,60,Westside Plain Toe Chukka Boot,29,88.27,5.0,60,80
Bed Stu,100,Clyde,3,289.0,5.0,100,100
Steve Madden,0,Halter Chukka Boot,0,74.9,0.0,0,0
Old West Boots,75,Uniform Boot,4,78.95,5.0,75,100
Bullboxer,0,Muscovy,0,130.0,0.0,0,0
Bed Stu,0,Illiad,0,185.0,0.0,0,0
Dingo,0,Don't Tread,0,154.95,0.0,0,0
Dingo,0,Don't Tread,0,154.95,0.0,0,0
Dingo,0,Black Bart,0,144.95,0.0,0,0
Trask,0,Bardon,0,147.99,0.0,0,0
Dan Post,0,Draven,0,223.95,0.0,0,0
Bates Footwear,75,"8"" Durashocks® Lace-To-Toe Side Zip",21,144.95,4.0,75,90
,0,,0,0,0.0,0,0
Donald Pliner,0,Hamilton,0,230.99,0.0,0,0
Donald Pliner,0,Hamilton,0,230.99,0.0,0,0
DC,0,Navigator,0,119.95,0.0,0,0
,0,,0,0,0.0,0,0
GINANNI,100,York,4,275.0,5.0,75,100
Dingo,0,Hackett,0,144.95,0.0,0,0
Bates Footwear,0,Raide Hot Weather Side Zip Tactical,0,119.95,0.0,0,0
Donald Pliner,0,Roscoe,0,237.99,0.0,0,0
Donald Pliner,0,Hamilton,0,230.99,0.0,0,0
Caterpillar,77,2nd Shift,52,82.95,4.0,81,87
Vince Camuto,0,Berlo,0,100.99,0.0,0,0
Vince Camuto,0,Berlo,0,100.99,0.0,0,0
GREATS,0,Dante,0,249.95,0.0,0,0
Dingo,0,Calgary,0,144.95,0.0,0,0
Dingo,0,Calgary,0,144.95,0.0,0,0
Dingo,100,Cobra,1,144.95,5.0,100,100
Ariat,0,Sport Breezy VentTEK,0,189.95,0.0,0,0
Irish Setter,0,Deadwood 4826,0,179.99,0.0,0,0
Nike,67,"SFB Gen 2 8"" Boot",4,164.95,3.0,50,100
Penny Luck,75,Rockefellers,4,359.0,5.0,100,100
Penny Luck,57,Gambler,7,349.0,5.0,100,71
Penny Luck,75,Rockefellers,4,359.0,5.0,100,100
Penny Luck,100,Chukka,2,299.0,5.0,100,100
Penny Luck,75,Rockefellers,4,359.0,5.0,100,100
Penny Luck,57,Gambler,7,349.0,5.0,100,71
Sperry,0,Gold Cup A/O Chukka Boots,0,184.95,0.0,0,0
Pajar CANADA,0,Exo Shearling Combat,0,229.95,0.0,0,0
Shoe The Bear,0,Phoenix L,0,114.99,0.0,0,0
Georgia Boot,0,"AMP LT Wedge Steel Toe 6"" Work Boot",0,163.0,0.0,0,0
Frye,100,Paul Lace-Up,3,327.95,4.0,67,50
SWIMS,100,Motion Wing Tip Boot,1,275.0,5.0,100,100
Georgia Boot,100,AMP LT Wedge Pull On Work Boot,1,173.0,4.0,100,100
Ariat,0,"6"" Turbo H2O CSA Carbon Toe",0,169.95,0.0,0,0
Ariat,0,"6"" Turbo H2O CSA Carbon Toe",0,169.95,0.0,0,0
Corral Boots,0,A3302,1,290.95,5.0,0,0
Penny Luck,100,Chukka,2,299.0,5.0,100,100
Penny Luck,75,Rockefellers,4,359.0,5.0,100,100
Penny Luck,100,Chukka,2,299.0,5.0,100,100
Wolverine Heritage,82,"Original 1000 Mile 6"" Boot",23,384.95,4.0,45,91
Georgia Boot,0,"Small Batch 6"" Wedge",0,139.99,0.0,0,0
Alexander Noel,0,Jodhpur Boot,0,265.0,0.0,0,0
Bogs,100,Workman,52,149.95,5.0,100,100
Merrell,80,"Coldpack Ice+ 8"" Zip Polar Waterproof",34,169.95,4.0,75,87
Bogs,0,Mesa Solid Tall,0,109.95,0.0,0,0
Hunter,100,Original Play Boot Short,3,114.95,5.0,100,100
KEEN,100,Revel IV Mid Polar,1,170.0,5.0,100,100
Kamik,100,Griffon2,7,99.95,5.0,100,100
SOREL,95,Buxton Lace,19,119.95,5.0,68,95
Tundra Boots,100,Mitch,10,88.95,3.0,80,100
Sperry,0,Saltwater Duck,0,79.99,0.0,0,0
Salomon,78,Quest 4D 3 GTX,437,229.95,4.0,83,92
Salomon,63,Shelter CS WP,51,130.0,5.0,94,94
Merrell,75,Thermo Glacier Mid Waterproof,4,177.95,5.0,75,100
